,Content ID,Reaction Type,Month,Datetime,Content Type,Category,Sentiment,Score,,,,
37,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,November,09/11/2020 02:49,photo,studying,negative,10,,,,
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,September,29/09/2020 16:00,photo,studying,negative,15,,,,
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,November,29/11/2020 21:33,photo,studying,negative,10,,,,
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,want,February,13/02/2021 07:54,photo,studying,positive,70,,,,
41,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,July,14/07/2020 05:28,photo,studying,positive,30,,,,
42,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,August,23/08/2020 10:30,photo,studying,neutral,20,,,,
43,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,May,10/05/2021 09:27,photo,studying,negative,12,,,,
44,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,March,15/03/2021 03:59,photo,studying,negative,5,,,,
45,9f737e0a-3cdd-4d29-9d24-753f4e3be810,dislike,June,25/06/2020 17:01,photo,healthy eating,negative,10,,,,
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,September,13/09/2020 00:11,photo,healthy eating,positive,45,,,,
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,August,20/08/2020 18:17,photo,healthy eating,neutral,35,,,,
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,February,11/02/2021 04:53,photo,healthy eating,negative,15,,,,
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,March,08/03/2021 10:40,photo,healthy eating,negative,5,,,,
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,March,28/03/2021 21:15,photo,healthy eating,negative,0,,,,
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,May,25/05/2021 01:00,photo,healthy eating,negative,5,,,,
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,March,15/03/2021 12:17,photo,healthy eating,positive,50,,,,
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,May,05/05/2021 16:26,photo,healthy eating,positive,65,,,,
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,August,31/08/2020 00:21,photo,healthy eating,positive,65,,,,
55,9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,June,16/06/2021 03:02,photo,healthy eating,positive,60,,,,
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,July,07/07/2020 10:52,photo,healthy eating,neutral,20,,,,
57,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,August,20/08/2020 07:59,photo,healthy eating,neutral,35,,,,
58,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,September,23/09/2020 11:15,photo,healthy eating,positive,65,,,,
59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,March,24/03/2021 05:56,photo,healthy eating,positive,50,,,,
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,December,07/12/2020 19:13,photo,healthy eating,negative,5,,,,
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,August,03/08/2020 16:41,photo,healthy eating,positive,75,,,,
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,January,10/01/2021 15:36,photo,healthy eating,positive,72,,,,
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,September,20/09/2020 08:48,photo,healthy eating,negative,15,,,,
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,July,20/07/2020 14:06,photo,healthy eating,positive,70,,,,
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,October,24/10/2020 12:15,photo,healthy eating,positive,72,,,,
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,June,06/06/2021 01:27,photo,healthy eating,positive,30,,,,
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,December,25/12/2020 00:09,photo,healthy eating,positive,60,,,,
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,June,14/06/2021 07:56,photo,healthy eating,positive,50,,,,
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,June,05/06/2021 18:00,photo,healthy eating,positive,50,,,,
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,November,18/11/2020 23:37,photo,healthy eating,negative,5,,,,
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,May,09/05/2021 02:42,photo,healthy eating,positive,30,,,,
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,May,11/05/2021 08:38,photo,healthy eating,negative,10,,,,
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,November,12/11/2020 08:00,photo,healthy eating,neutral,35,,,,
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,June,21/06/2020 16:57,photo,healthy eating,positive,60,,,,
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,March,04/03/2021 23:58,photo,healthy eating,positive,75,,,,
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,July,09/07/2020 16:47,photo,healthy eating,positive,70,,,,
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,August,01/08/2020 19:16,photo,healthy eating,negative,5,,,,
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,November,23/11/2020 22:46,photo,healthy eating,negative,10,,,,
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,December,11/12/2020 14:08,photo,healthy eating,negative,15,,,,
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,April,23/04/2021 23:41,photo,healthy eating,negative,10,,,,
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,November,13/11/2020 00:33,photo,healthy eating,positive,70,,,,
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,June,09/06/2021 10:13,photo,healthy eating,positive,30,,,,
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,October,29/10/2020 19:41,photo,healthy eating,positive,65,,,,
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,May,14/05/2021 12:47,photo,healthy eating,positive,60,,,,
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,August,04/08/2020 05:40,photo,healthy eating,negative,0,,,,
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,August,07/08/2020 04:09,photo,healthy eating,positive,72,,,,
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,October,23/10/2020 21:19,photo,healthy eating,positive,72,,,,
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,November,14/11/2020 23:53,photo,healthy eating,positive,72,,,,
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,August,04/08/2020 19:26,photo,healthy eating,negative,12,,,,
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,November,12/11/2020 04:54,photo,healthy eating,positive,30,,,,
91,356fff80-da4d-4785-9f43-bc1261031dc6,worried,April,03/04/2021 12:17,photo,technology,negative,12,,,,
92,356fff80-da4d-4785-9f43-bc1261031dc6,want,September,27/09/2020 22:15,photo,technology,positive,70,,,,
93,356fff80-da4d-4785-9f43-bc1261031dc6,heart,October,27/10/2020 05:45,photo,technology,positive,60,,,,
94,356fff80-da4d-4785-9f43-bc1261031dc6,scared,October,15/10/2020 09:11,photo,technology,negative,15,,,,
95,356fff80-da4d-4785-9f43-bc1261031dc6,heart,May,07/05/2021 09:16,photo,technology,positive,60,,,,
96,356fff80-da4d-4785-9f43-bc1261031dc6,hate,September,16/09/2020 08:39,photo,technology,negative,5,,,,
97,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,October,29/10/2020 15:38,photo,technology,neutral,20,,,,
98,01ab84dd-6364-4236-abbb-3f237db77180,scared,May,24/05/2021 18:03,video,food,negative,15,,,,
99,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,February,25/02/2021 20:02,GIF,cooking,positive,30,,,,
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,May,02/05/2021 03:45,GIF,cooking,negative,5,,,,
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,January,28/01/2021 08:49,GIF,cooking,positive,70,,,,
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,February,15/02/2021 13:06,GIF,cooking,neutral,35,,,,
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,November,04/11/2020 21:25,GIF,cooking,negative,10,,,,
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,June,23/06/2020 22:12,GIF,cooking,positive,65,,,,
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,February,16/02/2021 04:01,GIF,cooking,positive,70,,,,
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,January,03/01/2021 08:44,GIF,cooking,positive,30,,,,
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,November,25/11/2020 12:45,GIF,cooking,positive,72,,,,
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,December,03/12/2020 16:47,GIF,cooking,positive,50,,,,
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,May,22/05/2021 21:03,GIF,cooking,positive,50,,,,
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,January,18/01/2021 13:39,GIF,cooking,positive,70,,,,
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,January,06/01/2021 00:35,GIF,cooking,neutral,20,,,,
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,May,14/05/2021 14:33,GIF,cooking,positive,72,,,,
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,May,27/05/2021 15:21,GIF,cooking,negative,12,,,,
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,July,21/07/2020 02:12,GIF,cooking,neutral,35,,,,
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,May,26/05/2021 06:09,GIF,cooking,negative,10,,,,
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,February,25/02/2021 03:16,GIF,cooking,negative,10,,,,
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,December,07/12/2020 22:50,GIF,cooking,positive,45,,,,
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,October,24/10/2020 14:06,GIF,cooking,neutral,20,,,,
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,September,01/09/2020 21:18,GIF,cooking,neutral,35,,,,
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,May,10/05/2021 22:07,GIF,cooking,positive,72,,,,
121,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,February,12/02/2021 16:37,video,dogs,positive,70,,,,
122,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,April,28/04/2021 15:22,video,dogs,positive,60,,,,
123,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,January,24/01/2021 00:38,video,dogs,positive,45,,,,
124,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,March,18/03/2021 01:53,video,dogs,negative,12,,,,
125,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,January,14/01/2021 07:21,video,dogs,negative,0,,,,
126,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,December,23/12/2020 04:11,video,dogs,positive,60,,,,
127,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,May,21/05/2021 07:23,video,dogs,negative,5,,,,
128,3f8590c7-6ab2-4973-805a-90cdec355f05,like,March,28/03/2021 23:25,video,dogs,positive,50,,,,
129,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,September,16/09/2020 07:33,video,dogs,neutral,35,,,,
130,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,November,08/11/2020 10:53,video,dogs,neutral,20,,,,
131,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,March,06/03/2021 05:23,video,dogs,positive,60,,,,
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,January,13/01/2021 23:35,video,dogs,negative,0,,,,
133,3f8590c7-6ab2-4973-805a-90cdec355f05,want,September,06/09/2020 22:35,video,dogs,positive,70,,,,
134,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,June,24/06/2020 09:31,video,dogs,positive,30,,,,
135,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,February,07/02/2021 21:39,video,dogs,negative,5,,,,
136,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,January,21/01/2021 18:28,video,dogs,positive,45,,,,
137,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,February,27/02/2021 00:21,video,dogs,negative,10,,,,
138,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,August,22/08/2020 12:06,video,dogs,negative,12,,,,
139,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,August,03/08/2020 06:29,video,dogs,positive,70,,,,
140,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,August,02/08/2020 06:20,video,dogs,negative,15,,,,
141,3f8590c7-6ab2-4973-805a-90cdec355f05,want,June,04/06/2021 04:57,video,dogs,positive,70,,,,
142,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,October,21/10/2020 09:07,video,dogs,positive,75,,,,
143,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,December,26/12/2020 19:46,video,dogs,negative,10,,,,
144,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,March,02/03/2021 22:47,video,dogs,negative,15,,,,
145,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,March,31/03/2021 09:48,video,dogs,neutral,20,,,,
146,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,June,14/06/2021 13:44,video,dogs,positive,30,,,,
147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,December,27/12/2020 17:04,video,dogs,negative,15,,,,
148,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,February,11/02/2021 03:51,video,dogs,negative,15,,,,
149,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,December,07/12/2020 19:07,video,dogs,positive,30,,,,
150,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,December,28/12/2020 08:31,video,dogs,positive,30,,,,
151,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,October,26/10/2020 05:27,video,dogs,positive,30,,,,
152,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,September,26/09/2020 18:43,video,dogs,negative,12,,,,
153,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,November,25/11/2020 13:01,video,dogs,negative,15,,,,
154,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,July,11/07/2020 05:51,video,dogs,positive,60,,,,
155,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,March,19/03/2021 16:23,video,dogs,positive,60,,,,
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,October,11/10/2020 18:31,video,dogs,positive,30,,,,
157,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,November,02/11/2020 20:15,video,dogs,positive,60,,,,
158,3f8590c7-6ab2-4973-805a-90cdec355f05,want,October,01/10/2020 03:35,video,dogs,positive,70,,,,
159,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,February,11/02/2021 20:10,video,dogs,negative,0,,,,
160,3f8590c7-6ab2-4973-805a-90cdec355f05,want,February,07/02/2021 15:59,video,dogs,positive,70,,,,
161,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,October,17/10/2020 11:46,video,dogs,negative,5,,,,
162,3f8590c7-6ab2-4973-805a-90cdec355f05,like,August,09/08/2020 19:41,video,dogs,positive,50,,,,
163,3f8590c7-6ab2-4973-805a-90cdec355f05,love,February,01/02/2021 02:40,video,dogs,positive,65,,,,
164,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,January,30/01/2021 09:36,video,dogs,positive,72,,,,
165,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,March,31/03/2021 15:24,video,technology,positive,70,,,,
166,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,February,05/02/2021 17:00,video,technology,positive,75,,,,
167,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,February,19/02/2021 16:29,video,technology,positive,60,,,,
168,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,July,25/07/2020 00:00,video,technology,negative,12,,,,
169,0bedca96-fb76-4287-a83c-17330ed39cce,adore,July,13/07/2020 02:38,photo,soccer,positive,72,,,,
170,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,January,13/01/2021 13:11,photo,soccer,neutral,20,,,,
171,0bedca96-fb76-4287-a83c-17330ed39cce,worried,January,02/01/2021 16:46,photo,soccer,negative,12,,,,
172,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,November,26/11/2020 02:25,photo,soccer,positive,45,,,,
173,0bedca96-fb76-4287-a83c-17330ed39cce,want,August,25/08/2020 19:18,photo,soccer,positive,70,,,,
174,0bedca96-fb76-4287-a83c-17330ed39cce,hate,February,01/02/2021 00:15,photo,soccer,negative,5,,,,
175,0bedca96-fb76-4287-a83c-17330ed39cce,love,June,04/06/2021 14:36,photo,soccer,positive,65,,,,
176,0bedca96-fb76-4287-a83c-17330ed39cce,adore,August,19/08/2020 13:38,photo,soccer,positive,72,,,,
177,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,April,22/04/2021 02:08,photo,soccer,positive,70,,,,
178,0bedca96-fb76-4287-a83c-17330ed39cce,super love,June,26/06/2020 10:33,photo,soccer,positive,75,,,,
179,0bedca96-fb76-4287-a83c-17330ed39cce,like,August,15/08/2020 18:16,photo,soccer,positive,50,,,,
180,0bedca96-fb76-4287-a83c-17330ed39cce,love,November,26/11/2020 13:42,photo,soccer,positive,65,,,,
181,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,April,14/04/2021 00:56,photo,public speaking,positive,70,,,,
182,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,July,21/07/2020 21:27,photo,public speaking,neutral,20,,,,
183,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,March,29/03/2021 06:57,photo,public speaking,negative,10,,,,
184,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,May,20/05/2021 16:11,photo,public speaking,positive,70,,,,
185,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,November,02/11/2020 06:09,photo,public speaking,positive,50,,,,
186,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,October,24/10/2020 15:37,photo,public speaking,neutral,20,,,,
187,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,September,07/09/2020 14:42,photo,public speaking,positive,60,,,,
188,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,March,04/03/2021 02:46,photo,public speaking,negative,15,,,,
189,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,January,07/01/2021 14:08,photo,public speaking,positive,72,,,,
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,July,06/07/2020 11:18,photo,public speaking,neutral,35,,,,
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,March,27/03/2021 04:56,photo,public speaking,positive,50,,,,
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,November,21/11/2020 21:25,photo,public speaking,positive,45,,,,
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,August,22/08/2020 01:25,photo,public speaking,positive,70,,,,
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,June,14/06/2021 11:45,photo,public speaking,neutral,35,,,,
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,July,15/07/2020 19:28,photo,public speaking,negative,12,,,,
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,March,21/03/2021 14:39,photo,public speaking,positive,45,,,,
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,April,07/04/2021 03:15,photo,public speaking,positive,75,,,,
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,April,24/04/2021 06:56,photo,public speaking,positive,70,,,,
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,September,30/09/2020 14:05,photo,public speaking,positive,60,,,,
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,July,19/07/2020 19:28,photo,public speaking,positive,60,,,,
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,January,21/01/2021 07:08,photo,public speaking,negative,15,,,,
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,January,31/01/2021 13:48,photo,public speaking,negative,15,,,,
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,December,24/12/2020 03:24,photo,public speaking,negative,5,,,,
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,May,27/05/2021 01:44,photo,public speaking,negative,0,,,,
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,February,13/02/2021 04:14,photo,public speaking,negative,0,,,,
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,July,14/07/2020 04:36,photo,public speaking,positive,72,,,,
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,July,15/07/2020 16:03,photo,public speaking,negative,10,,,,
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,October,08/10/2020 17:23,photo,public speaking,positive,50,,,,
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,November,12/11/2020 23:55,photo,public speaking,positive,60,,,,
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,February,21/02/2021 05:01,photo,public speaking,positive,70,,,,
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,July,09/07/2020 08:58,photo,public speaking,positive,45,,,,
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,June,26/06/2020 23:45,photo,public speaking,positive,72,,,,
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,November,20/11/2020 13:18,photo,public speaking,negative,12,,,,
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,May,29/05/2021 21:34,photo,public speaking,positive,50,,,,
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,February,22/02/2021 02:48,photo,public speaking,neutral,20,,,,
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,January,07/01/2021 18:39,photo,public speaking,negative,15,,,,
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,October,01/10/2020 15:10,photo,public speaking,positive,72,,,,
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,November,21/11/2020 08:24,photo,public speaking,negative,5,,,,
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,April,15/04/2021 13:50,photo,public speaking,negative,15,,,,
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,love,June,30/06/2020 01:14,photo,public speaking,positive,65,,,,
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,December,01/12/2020 15:06,photo,public speaking,positive,70,,,,
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,November,07/11/2020 00:47,photo,public speaking,negative,15,,,,
223,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,June,30/06/2020 13:08,GIF,science,positive,75,,,,
224,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,August,04/08/2020 03:09,GIF,science,positive,60,,,,
